 Taxa de analfabetismo - Brasil
Taxa de analfabetismo por Município
Período:2010
"Município";"Taxa_de_analfabetismo"
"421950 XANXERE";5,3
"421960 XAVANTINA";7,4
"421970 XAXIM";5,5
"421985 ZORTEA";5,3
"430003 ACEGUA";6,2
"430005 AGUA SANTA";6,0
"430010 AGUDO";7,3
"430020 AJURICABA";5,0
"430030 ALECRIM";6,8
"430040 ALEGRETE";5,5
"430045 ALEGRIA";10,5
"430047 ALMIRANTE TAMANDARE DO SUL";4,0
"430050 ALPESTRE";11,9
"430055 ALTO ALEGRE";9,1
"430057 ALTO FELIZ";1,8
"430060 ALVORADA";3,8
"430063 AMARAL FERRADOR";12,8
"430064 AMETISTA DO SUL";10,3
"430066 ANDRE DA ROCHA";6,2
"430070 ANTA GORDA";5,7
"430080 ANTONIO PRADO";4,7
"430085 ARAMBARE";8,4
"430087 ARARICA";5,2
"430090 ARATIBA";4,6
"430100 ARROIO DO MEIO";1,6
"430105 ARROIO DO SAL";4,1
"430107 ARROIO DO PADRE";6,9
"430110 ARROIO DOS RATOS";6,5
"430120 ARROIO DO TIGRE";6,9
"430130 ARROIO GRANDE";7,7
"430140 ARVOREZINHA";8,1
"430150 AUGUSTO PESTANA";3,7
"430155 AUREA";4,9
"430160 BAGE";5,1
"430163 BALNEARIO PINHAL";5,0
"430165 BARAO";3,3
"430170 BARAO DE COTEGIPE";3,9
"430175 BARAO DO TRIUNFO";9,5
"430180 BARRACAO";8,3
"430185 BARRA DO GUARITA";10,6
"430187 BARRA DO QUARAI";8,9
"430190 BARRA DO RIBEIRO";7,5
"430192 BARRA DO RIO AZUL";9,0
"430195 BARRA FUNDA";5,5
"430200 BARROS CASSAL";13,6
"430205 BENJAMIN CONSTANT DO SUL";16,3
"430210 BENTO GONCALVES";2,1
"430215 BOA VISTA DAS MISSOES";7,2
"430220 BOA VISTA DO BURICA";1,6
"430222 BOA VISTA DO CADEADO";5,8
"430223 BOA VISTA DO INCRA";5,8
"430225 BOA VISTA DO SUL";8,0
"430230 BOM JESUS";7,6
"430235 BOM PRINCIPIO";1,6
"430237 BOM PROGRESSO";9,2
"430240 BOM RETIRO DO SUL";3,0
"430245 BOQUEIRAO DO LEAO";11,1
"430250 BOSSOROCA";7,6
"430258 BOZANO";3,7
"430260 BRAGA";13,8
"430265 BROCHIER";2,5
"430270 BUTIA";9,4
"430280 CACAPAVA DO SUL";8,6
"430290 CACEQUI";7,6
"430300 CACHOEIRA DO SUL";7,3
"430310 CACHOEIRINHA";2,7
"430320 CACIQUE DOBLE";10,4
"430330 CAIBATE";6,4
"430340 CAICARA";7,0
"430350 CAMAQUA";7,0
"430355 CAMARGO";7,6
"430360 CAMBARA DO SUL";6,3
"430367 CAMPESTRE DA SERRA";7,4
"430370 CAMPINA DAS MISSOES";4,1
"430380 CAMPINAS DO SUL";4,4
"430390 CAMPO BOM";2,9
"430400 CAMPO NOVO";12,6
"430410 CAMPOS BORGES";9,0
"430420 CANDELARIA";8,3
"430430 CANDIDO GODOI";3,3
"430435 CANDIOTA";6,0
"430440 CANELA";3,7
"430450 CANGUCU";9,6
"430460 CANOAS";2,6
"430461 CANUDOS DO VALE";9,5
"430462 CAPAO BONITO DO SUL";9,4
"430463 CAPAO DA CANOA";3,4
"430465 CAPAO DO CIPO";6,0
"430466 CAPAO DO LEAO";7,2
"430467 CAPIVARI DO SUL";6,4
"430468 CAPELA DE SANTANA";6,0
"430469 CAPITAO";4,3
"430470 CARAZINHO";3,9
"430471 CARAA";12,3
"430480 CARLOS BARBOSA";3,1
"430485 CARLOS GOMES";5,2
"430490 CASCA";4,4
"430495 CASEIROS";10,5
"430500 CATUIPE";4,7
"430510 CAXIAS DO SUL";2,3
"430511 CENTENARIO";3,5
"430512 CERRITO";11,5
"430513 CERRO BRANCO";14,1
"430515 CERRO GRANDE";13,5
"430517 CERRO GRANDE DO SUL";9,2
"430520 CERRO LARGO";4,4
"430530 CHAPADA";4,2
"430535 CHARQUEADAS";3,7
"430537 CHARRUA";13,4
"430540 CHIAPETTA";5,7
"430543 CHUI";1,4
"430544 CHUVISCA";8,1
"430545 CIDREIRA";3,9
"430550 CIRIACO";8,1
"430558 COLINAS";2,8
"430560 COLORADO";3,9
"430570 CONDOR";5,2
"430580 CONSTANTINA";8,3
"430583 COQUEIRO BAIXO";5,9
"430585 COQUEIROS DO SUL";5,7
"430587 CORONEL BARROS";3,2
"430590 CORONEL BICACO";11,3
"430593 CORONEL PILAR";5,2
"430595 COTIPORA";4,4
"430597 COXILHA";7,7
"430600 CRISSIUMAL";5,5
"430605 CRISTAL";10,0
"430607 CRISTAL DO SUL";10,6
"430610 CRUZ ALTA";4,5
"430613 CRUZALTENSE";6,4
"430620 CRUZEIRO DO SUL";3,2
"430630 DAVID CANABARRO";6,9
"430632 DERRUBADAS";8,0
"430635 DEZESSEIS DE NOVEMBRO";10,8
"430637 DILERMANDO DE AGUIAR";14,2
"430640 DOIS IRMAOS";1,2
"430642 DOIS IRMAOS DAS MISSOES";14,3
"430645 DOIS LAJEADOS";4,5
"430650 DOM FELICIANO";12,2
"430655 DOM PEDRO DE ALCANTARA";3,9
"430660 DOM PEDRITO";6,0
"430670 DONA FRANCISCA";6,4
"430673 DOUTOR MAURICIO CARDOSO";6,2
"430675 DOUTOR RICARDO";6,8
"430676 ELDORADO DO SUL";4,4
"430680 ENCANTADO";3,1
"430690 ENCRUZILHADA DO SUL";10,3
"430692 ENGENHO VELHO";9,7
"430693 ENTRE-IJUIS";5,4
"430695 ENTRE RIOS DO SUL";8,3
"430697 EREBANGO";6,9
"430700 ERECHIM";3,3
"430705 ERNESTINA";5,3
"430710 HERVAL";7,3
"430720 ERVAL GRANDE";10,8
"430730 ERVAL SECO";10,5
"430740 ESMERALDA";8,9
"430745 ESPERANCA DO SUL";9,7
"430750 ESPUMOSO";6,6
"430755 ESTACAO";3,2
"430760 ESTANCIA VELHA";2,8
"430770 ESTEIO";2,4
"430780 ESTRELA";2,7
"430781 ESTRELA VELHA";8,6
"430783 EUGENIO DE CASTRO";6,1
"430786 FAGUNDES VARELA";4,3
"430790 FARROUPILHA";2,7
"430800 FAXINAL DO SOTURNO";4,9
"430805 FAXINALZINHO";10,1
"430807 FAZENDA VILANOVA";5,2
"430810 FELIZ";0,9
"430820 FLORES DA CUNHA";3,1
"430825 FLORIANO PEIXOTO";3,1
"430830 FONTOURA XAVIER";18,8
"430840 FORMIGUEIRO";11,3
"430843 FORQUETINHA";5,5
"430845 FORTALEZA DOS VALOS";5,5
"430850 FREDERICO WESTPHALEN";4,5
"430860 GARIBALDI";2,2
"430865 GARRUCHOS";12,1
"430870 GAURAMA";3,5
"430880 GENERAL CAMARA";10,7
"430885 GENTIL";7,0
"430890 GETULIO VARGAS";4,4
"430900 GIRUA";6,5
"430905 GLORINHA";7,8
"430910 GRAMADO";2,5
"430912 GRAMADO DOS LOUREIROS";12,7
"430915 GRAMADO XAVIER";9,8
"430920 GRAVATAI";3,1
"430925 GUABIJU";3,7
"430930 GUAIBA";3,9
"430940 GUAPORE";2,9
"430950 GUARANI DAS MISSOES";5,8
"430955 HARMONIA";2,5
"430957 HERVEIRAS";11,6
"430960 HORIZONTINA";3,2
"430965 HULHA NEGRA";8,8
"430970 HUMAITA";3,7
"430975 IBARAMA";6,7
"430980 IBIACA";5,5
"430990 IBIRAIARAS";5,6
"430995 IBIRAPUITA";8,4
"431000 IBIRUBA";3,8
"431010 IGREJINHA";3,5
"431020 IJUI";4,0
"431030 ILOPOLIS";6,9
"431033 IMBE";3,2
"431036 IMIGRANTE";1,4
"431040 INDEPENDENCIA";7,6
"431041 INHACORA";12,0
"431043 IPE";5,9
"431046 IPIRANGA DO SUL";3,1
"431050 IRAI";8,5
"431053 ITAARA";5,0
"431055 ITACURUBI";7,4
"431057 ITAPUCA";9,4
"431060 ITAQUI";5,6
"431065 ITATI";12,1
"431070 ITATIBA DO SUL";10,2
"431075 IVORA";5,2
"431080 IVOTI";1,7
"431085 JABOTICABA";13,5
"431087 JACUIZINHO";10,8
"431090 JACUTINGA";7,5
"431100 JAGUARAO";6,2
"431110 JAGUARI";4,7
"431112 JAQUIRANA";9,9
"431113 JARI";7,8
"431115 JOIA";5,9
"431120 JULIO DE CASTILHOS";5,2
"431123 LAGOA BONITA DO SUL";12,1
"431125 LAGOAO";19,1
"431127 LAGOA DOS TRES CANTOS";1,4
"431130 LAGOA VERMELHA";6,6
"431140 LAJEADO";2,5
"431142 LAJEADO DO BUGRE";16,8
"431150 LAVRAS DO SUL";9,2
"431160 LIBERATO SALZANO";11,8
"431162 LINDOLFO COLLOR";3,0
"431164 LINHA NOVA";3,3
"431170 MACHADINHO";11,2
"431171 MACAMBARA";7,8
"431173 MAMPITUBA";8,9
"431175 MANOEL VIANA";11,0
"431177 MAQUINE";7,5
"431179 MARATA";3,4
"431180 MARAU";2,6
"431190 MARCELINO RAMOS";5,6
"431198 MARIANA PIMENTEL";6,6
"431200 MARIANO MORO";7,1
"431205 MARQUES DE SOUZA";7,0
"431210 MATA";7,7
"431213 MATO CASTELHANO";6,5
"431215 MATO LEITAO";4,3
"431217 MATO QUEIMADO";8,1
"431220 MAXIMILIANO DE ALMEIDA";9,0
"431225 MINAS DO LEAO";10,5
"431230 MIRAGUAI";9,8
"431235 MONTAURI";6,8
"431237 MONTE ALEGRE DOS CAMPOS";10,5
"431238 MONTE BELO DO SUL";1,8
"431240 MONTENEGRO";3,7
"431242 MORMACO";10,6
"431244 MORRINHOS DO SUL";9,6
"431245 MORRO REDONDO";8,1
"431247 MORRO REUTER";1,2
"431250 MOSTARDAS";11,1
"431260 MUCUM";3,3
"431261 MUITOS CAPOES";5,8
"431262 MULITERNO";7,8
"431265 NAO-ME-TOQUE";3,1
"431267 NICOLAU VERGUEIRO";6,3
"431270 NONOAI";9,7
"431275 NOVA ALVORADA";6,6
"431280 NOVA ARACA";2,5
"431290 NOVA BASSANO";4,3
"431295 NOVA BOA VISTA";2,4
"431300 NOVA BRESCIA";3,6
"431301 NOVA CANDELARIA";2,6
"431303 NOVA ESPERANCA DO SUL";5,4
"431306 NOVA HARTZ";3,3
"431308 NOVA PADUA";2,9
"431310 NOVA PALMA";2,5
"431320 NOVA PETROPOLIS";2,5
"431330 NOVA PRATA";3,0
"431333 NOVA RAMADA";6,1
"431335 NOVA ROMA DO SUL";5,1
"431337 NOVA SANTA RITA";4,1
"431339 NOVO CABRAIS";7,5
"431340 NOVO HAMBURGO";3,2
"431342 NOVO MACHADO";6,7
"431344 NOVO TIRADENTES";13,0
"431346 NOVO XINGU";5,5
"431349 NOVO BARREIRO";9,2
"431350 OSORIO";4,3
"431360 PAIM FILHO";7,8
"431365 PALMARES DO SUL";7,2
"431370 PALMEIRA DAS MISSOES";8,8
"431380 PALMITINHO";8,1
"431390 PANAMBI";3,0
"431395 PANTANO GRANDE";10,8
"431400 PARAI";2,8
"431402 PARAISO DO SUL";6,3
"431403 PARECI NOVO";2,1
"431405 PAROBE";4,6
"431406 PASSA SETE";12,6
"431407 PASSO DO SOBRADO";5,8
"431410 PASSO FUNDO";3,3
"431413 PAULO BENTO";4,1
"431415 PAVERAMA";5,9
"431417 PEDRAS ALTAS";10,8
"431420 PEDRO OSORIO";8,9
"431430 PEJUCARA";4,7
"431440 PELOTAS";4,2
"431442 PICADA CAFE";2,1
"431445 PINHAL";8,9
"431446 PINHAL DA SERRA";8,3
"431447 PINHAL GRANDE";7,2
"431449 PINHEIRINHO DO VALE";9,9
"431450 PINHEIRO MACHADO";9,1
"431455 PIRAPO";12,1
"431460 PIRATINI";11,5
"431470 PLANALTO";11,1
"431475 POCO DAS ANTAS";2,6
"431477 PONTAO";5,3
"431478 PONTE PRETA";5,8
"431480 PORTAO";4,5
"431490 PORTO ALEGRE";2,2
"431500 PORTO LUCENA";8,0
"431505 PORTO MAUA";6,8
"431507 PORTO VERA CRUZ";7,5
"431510 PORTO XAVIER";11,0
"431513 POUSO NOVO";9,1
"431514 PRESIDENTE LUCENA";3,0
"431515 PROGRESSO";8,5
"431517 PROTASIO ALVES";6,5
"431520 PUTINGA";8,7
"431530 QUARAI";4,6
"431531 QUATRO IRMAOS";9,9
"431532 QUEVEDOS";10,6
"431535 QUINZE DE NOVEMBRO";4,4
"431540 REDENTORA";15,4
"431545 RELVADO";3,8
"431550 RESTINGA SECA";6,7
"431555 RIO DOS INDIOS";14,5
"431560 RIO GRANDE";4,4
"431570 RIO PARDO";7,5
"431575 RIOZINHO";8,2
"431580 ROCA SALES";2,6
"431590 RODEIO BONITO";8,8
"431595 ROLADOR";7,0
"431600 ROLANTE";6,4
"431610 RONDA ALTA";7,9
"431620 RONDINHA";3,4
"431630 ROQUE GONZALES";7,3
"431640 ROSARIO DO SUL";7,5
"431642 SAGRADA FAMILIA";14,7
"431643 SALDANHA MARINHO";4,8
"431645 SALTO DO JACUI";8,5
"431647 SALVADOR DAS MISSOES";1,1
"431650 SALVADOR DO SUL";2,1
"431660 SANANDUVA";5,1
"431670 SANTA BARBARA DO SUL";7,8
"431673 SANTA CECILIA DO SUL";5,4
"431675 SANTA CLARA DO SUL";3,8
"431680 SANTA CRUZ DO SUL";2,8
"431690 SANTA MARIA";3,2
"431695 SANTA MARIA DO HERVAL";1,3
"431697 SANTA MARGARIDA DO SUL";12,7
"431700 SANTANA DA BOA VISTA";14,2
"431710 SANT'ANA DO LIVRAMENTO";3,9
"431720 SANTA ROSA";3,4
"431725 SANTA TEREZA";3,2
"431730 SANTA VITORIA DO PALMAR";6,3
"431740 SANTIAGO";4,1
"431750 SANTO ANGELO";4,1
"431755 SANTO ANTONIO DO PALMA";6,4
"431760 SANTO ANTONIO DA PATRULHA";8,6
"431770 SANTO ANTONIO DAS MISSOES";9,6
"431775 SANTO ANTONIO DO PLANALTO";4,0
"431780 SANTO AUGUSTO";8,8
"431790 SANTO CRISTO";2,6
"431795 SANTO EXPEDITO DO SUL";7,9
"431800 SAO BORJA";6,6
"431805 SAO DOMINGOS DO SUL";3,3
"431810 SAO FRANCISCO DE ASSIS";8,0
"431820 SAO FRANCISCO DE PAULA";6,3
"431830 SAO GABRIEL";8,0
"431840 SAO JERONIMO";8,4
"431842 SAO JOAO DA URTIGA";8,1
"431843 SAO JOAO DO POLESINE";3,7
"431844 SAO JORGE";3,1
"431845 SAO JOSE DAS MISSOES";10,4
"431846 SAO JOSE DO HERVAL";14,5
"431848 SAO JOSE DO HORTENCIO";1,5
"431849 SAO JOSE DO INHACORA";3,4
"431850 SAO JOSE DO NORTE";16,9
"431860 SAO JOSE DO OURO";5,0
"431861 SAO JOSE DO SUL";2,1
"431862 SAO JOSE DOS AUSENTES";7,0
"431870 SAO LEOPOLDO";3,0
"431880 SAO LOURENCO DO SUL";4,8
"431890 SAO LUIZ GONZAGA";6,4
"431900 SAO MARCOS";3,4
"431910 SAO MARTINHO";6,0
"431912 SAO MARTINHO DA SERRA";8,4
"431915 SAO MIGUEL DAS MISSOES";9,0
"431920 SAO NICOLAU";12,3
"431930 SAO PAULO DAS MISSOES";6,5
"431935 SAO PEDRO DA SERRA";1,4
"431936 SAO PEDRO DAS MISSOES";13,9
"431937 SAO PEDRO DO BUTIA";2,8
"431940 SAO PEDRO DO SUL";6,0
"431950 SAO SEBASTIAO DO CAI";3,8
"431960 SAO SEPE";7,1
"431970 SAO VALENTIM";8,6
"431971 SAO VALENTIM DO SUL";5,6
"431973 SAO VALERIO DO SUL";11,6
"431975 SAO VENDELINO";1,6
"431980 SAO VICENTE DO SUL";7,1
"431990 SAPIRANGA";3,5
"432000 SAPUCAIA DO SUL";3,4
"432010 SARANDI";4,8
"432020 SEBERI";8,0
"432023 SEDE NOVA";8,2
"432026 SEGREDO";9,4
"432030 SELBACH";3,3
"432032 SENADOR SALGADO FILHO";5,5
"432035 SENTINELA DO SUL";7,0
"432040 SERAFINA CORREA";3,1
"432045 SERIO";11,2
"432050 SERTAO";5,9
"432055 SERTAO SANTANA";7,0
"432057 SETE DE SETEMBRO";4,7
"432060 SEVERIANO DE ALMEIDA";6,5
"432065 SILVEIRA MARTINS";5,3
"432067 SINIMBU";7,6
"432070 SOBRADINHO";6,5
"432080 SOLEDADE";8,7
"432085 TABAI";7,3
"432090 TAPEJARA";3,5
"432100 TAPERA";4,3
"432110 TAPES";6,7
"432120 TAQUARA";4,4
"432130 TAQUARI";5,5
"432132 TAQUARUCU DO SUL";8,2
"432135 TAVARES";14,3
"432140 TENENTE PORTELA";7,8
"432143 TERRA DE AREIA";8,3
"432145 TEUTONIA";1,7
"432146 TIO HUGO";5,7
"432147 TIRADENTES DO SUL";9,8
"432149 TOROPI";5,8
"432150 TORRES";5,0
"432160 TRAMANDAI";3,8
"432162 TRAVESSEIRO";4,3
"432163 TRES ARROIOS";4,6
"432166 TRES CACHOEIRAS";6,1
"432170 TRES COROAS";5,4
"432180 TRES DE MAIO";3,8
"432183 TRES FORQUILHAS";15,5
"432185 TRES PALMEIRAS";11,8
"432190 TRES PASSOS";4,8
"432195 TRINDADE DO SUL";12,2
"432200 TRIUNFO";6,3
"432210 TUCUNDUVA";4,6
"432215 TUNAS";11,6
"432218 TUPANCI DO SUL";10,0
"432220 TUPANCIRETA";4,3
"432225 TUPANDI";1,9
"432230 TUPARENDI";5,4
"432232 TURUCU";7,5
"432234 UBIRETAMA";4,3
"432235 UNIAO DA SERRA";3,9
"432237 UNISTALDA";9,8
"432240 URUGUAIANA";3,7
"432250 VACARIA";5,4
"432252 VALE VERDE";10,3
"432253 VALE DO SOL";5,3
"432254 VALE REAL";2,2
"432255 VANINI";6,3
"432260 VENANCIO AIRES";4,9
"432270 VERA CRUZ";4,7
"432280 VERANOPOLIS";3,0
"432285 VESPASIANO CORREA";5,2
"432290 VIADUTOS";5,5
"432300 VIAMAO";3,8
"432310 VICENTE DUTRA";11,2
"432320 VICTOR GRAEFF";2,8
"432330 VILA FLORES";1,1
"432335 VILA LANGARO";5,4
"432340 VILA MARIA";4,2
"432345 VILA NOVA DO SUL";7,9
"432350 VISTA ALEGRE";7,7
"432360 VISTA ALEGRE DO PRATA";2,1
"432370 VISTA GAUCHA";6,7
"432375 VITORIA DAS MISSOES";10,3
"432377 WESTFALIA";1,7
"432380 XANGRI-LA";3,0
"500020 AGUA CLARA";9,3
"500025 ALCINOPOLIS";10,2
"500060 AMAMBAI";9,7
"500070 ANASTACIO";13,9
"500080 ANAURILANDIA";12,6
"500085 ANGELICA";11,9
"500090 ANTONIO JOAO";14,0
"500100 APARECIDA DO TABOADO";9,0
"500110 AQUIDAUANA";8,4
"500124 ARAL MOREIRA";15,6
"500150 BANDEIRANTES";10,8
"500190 BATAGUASSU";9,7
"500200 BATAYPORA";12,4
"500210 BELA VISTA";8,3
"500215 BODOQUENA";11,6
"500220 BONITO";7,7
"500230 BRASILANDIA";11,4
"500240 CAARAPO";11,3
"500260 CAMAPUA";8,9
"500270 CAMPO GRANDE";3,8
"500280 CARACOL";7,4
"500290 CASSILANDIA";10,3
"500295 CHAPADAO DO SUL";4,7
"500310 CORGUINHO";12,4
"500315 CORONEL SAPUCAIA";17,0
"500320 CORUMBA";5,9
"500325 COSTA RICA";8,4
"500330 COXIM";10,9
"500345 DEODAPOLIS";12,2
"500348 DOIS IRMAOS DO BURITI";12,7
"500350 DOURADINA";10,5
"500370 DOURADOS";5,2
"500375 ELDORADO";12,9
"500380 FATIMA DO SUL";10,6
"500390 FIGUEIRAO";10,8
"500400 GLORIA DE DOURADOS";11,0
"500410 GUIA LOPES DA LAGUNA";13,3
"500430 IGUATEMI";13,2
"500440 INOCENCIA";12,6
"500450 ITAPORA";11,4
"500460 ITAQUIRAI";15,1
"500470 IVINHEMA";8,2
"500480 JAPORA";23,0
"500490 JARAGUARI";10,1
"500500 JARDIM";8,4
"500510 JATEI";12,6
"500515 JUTI";18,1
"500520 LADARIO";5,8
"500525 LAGUNA CARAPA";11,2
"500540 MARACAJU";7,3
"500560 MIRANDA";13,2
"500568 MUNDO NOVO";11,4
"500570 NAVIRAI";10,1
"500580 NIOAQUE";11,8
"500600 NOVA ALVORADA DO SUL";8,7
"500620 NOVA ANDRADINA";8,0
"500625 NOVO HORIZONTE DO SUL";12,8
"500630 PARANAIBA";11,0
"500635 PARANHOS";19,6
"500640 PEDRO GOMES";14,8
"500660 PONTA PORA";8,9
"500690 PORTO MURTINHO";10,4
"500710 RIBAS DO RIO PARDO";10,9
"500720 RIO BRILHANTE";7,0
"500730 RIO NEGRO";11,8
"500740 RIO VERDE DE MATO GROSSO";11,7
"500750 ROCHEDO";6,5
"500755 SANTA RITA DO PARDO";12,7
"500769 SAO GABRIEL DO OESTE";4,9
"500770 SETE QUEDAS";19,4
"500780 SELVIRIA";12,4
"500790 SIDROLANDIA";8,4
"500793 SONORA";12,7
"500795 TACURU";18,8
"500797 TAQUARUSSU";15,0
"500800 TERENOS";8,1
"500830 TRES LAGOAS";6,1
"500840 VICENTINA";15,4
"510010 ACORIZAL";24,3
"510020 AGUA BOA";6,4
"510025 ALTA FLORESTA";8,4
"510030 ALTO ARAGUAIA";8,1
"510035 ALTO BOA VISTA";12,3
"510040 ALTO GARCAS";9,3
"510050 ALTO PARAGUAI";14,3
"510060 ALTO TAQUARI";7,0
"510080 APIACAS";12,9
"510100 ARAGUAIANA";10,6
"510120 ARAGUAINHA";16,1
"510125 ARAPUTANGA";10,6
"510130 ARENAPOLIS";12,0
"510140 ARIPUANA";9,4
"510160 BARAO DE MELGACO";18,8
"510170 BARRA DO BUGRES";13,8
"510180 BARRA DO GARCAS";7,7
"510185 BOM JESUS DO ARAGUAIA";8,6
"510190 BRASNORTE";8,6
"510250 CACERES";10,8
"510260 CAMPINAPOLIS";24,5
"510263 CAMPO NOVO DO PARECIS";5,0
"510267 CAMPO VERDE";6,2
"510268 CAMPOS DE JULIO";5,0
"510269 CANABRAVA DO NORTE";10,4
"510270 CANARANA";10,5
"510279 CARLINDA";15,9
"510285 CASTANHEIRA";13,0
"510300 CHAPADA DOS GUIMARAES";11,8
"510305 CLAUDIA";9,3
"510310 COCALINHO";14,0
"510320 COLIDER";10,6
"510325 COLNIZA";10,2
"510330 COMODORO";12,0
"510335 CONFRESA";11,0
"510336 CONQUISTA D'OESTE";9,9
"510337 COTRIGUACU";9,0
"510340 CUIABA";4,5
"510343 CURVELANDIA";16,1
"510345 DENISE";16,8
"510350 DIAMANTINO";6,5
"510360 DOM AQUINO";14,9
"510370 FELIZ NATAL";8,8
"510380 FIGUEIROPOLIS D'OESTE";13,0
"510385 GAUCHA DO NORTE";22,3
"510390 GENERAL CARNEIRO";12,3
"510395 GLORIA D'OESTE";13,8
"510410 GUARANTA DO NORTE";7,0
"510420 GUIRATINGA";12,8
"510450 INDIAVAI";15,4
"510452 IPIRANGA DO NORTE";5,3
"510454 ITANHANGA";8,4
"510455 ITAUBA";12,4
"510460 ITIQUIRA";6,9
"510480 JACIARA";10,3
"510490 JANGADA";23,5
"510500 JAURU";17,7
"510510 JUARA";10,5
"510515 JUINA";8,9
"510517 JURUENA";10,5
"510520 JUSCIMEIRA";12,9
"510523 LAMBARI D'OESTE";15,5
"510525 LUCAS DO RIO VERDE";2,4
"510530 LUCIARA";13,0
"510550 VILA BELA DA SANTISSIMA TRINDADE";9,9
"510558 MARCELANDIA";10,9
"510560 MATUPA";9,2
"510562 MIRASSOL D'OESTE";11,6
"510590 NOBRES";12,2
"510600 NORTELANDIA";11,5
"510610 NOSSA SENHORA DO LIVRAMENTO";23,2
"510615 NOVA BANDEIRANTES";7,4
"510617 NOVA NAZARE";24,2
"510618 NOVA LACERDA";11,7
"510619 NOVA SANTA HELENA";13,9
"510620 NOVA BRASILANDIA";21,9
"510621 NOVA CANAA DO NORTE";12,9
"510622 NOVA MUTUM";4,3
"510623 NOVA OLIMPIA";13,0
"510624 NOVA UBIRATA";7,7
"510625 NOVA XAVANTINA";9,8
"510626 NOVO MUNDO";10,8
"510627 NOVO HORIZONTE DO NORTE";15,5
"510628 NOVO SAO JOAQUIM";16,0
"510629 PARANAITA";10,3
"510630 PARANATINGA";10,8
"510631 NOVO SANTO ANTONIO";11,7
"510637 PEDRA PRETA";13,2
"510642 PEIXOTO DE AZEVEDO";16,4
"510645 PLANALTO DA SERRA";16,2
"510650 POCONE";16,6
"510665 PONTAL DO ARAGUAIA";8,8
"510670 PONTE BRANCA";14,7
"510675 PONTES E LACERDA";9,4
"510677 PORTO ALEGRE DO NORTE";9,7
"510680 PORTO DOS GAUCHOS";10,7
"510682 PORTO ESPERIDIAO";14,1
"510685 PORTO ESTRELA";25,8
"510700 POXOREO";16,1
"510704 PRIMAVERA DO LESTE";4,7
"510706 QUERENCIA";8,0
"510710 SAO JOSE DOS QUATRO MARCOS";11,7
"510715 RESERVA DO CABACAL";18,6
"510718 RIBEIRAO CASCALHEIRA";12,6
"510719 RIBEIRAOZINHO";11,0
"510720 RIO BRANCO";15,3
"510724 SANTA CARMEM";8,3
"510726 SANTO AFONSO";14,0
"510729 SAO JOSE DO POVO";16,2
"510730 SAO JOSE DO RIO CLARO";11,3
"510735 SAO JOSE DO XINGU";12,9
"510740 SAO PEDRO DA CIPA";17,4
"510757 RONDOLANDIA";14,5
"510760 RONDONOPOLIS";6,7
"510770 ROSARIO OESTE";16,2
"510774 SANTA CRUZ DO XINGU";8,2
"510775 SALTO DO CEU";14,7
"510776 SANTA RITA DO TRIVELATO";5,0
"510777 SANTA TEREZINHA";15,2
"510779 SANTO ANTONIO DO LESTE";12,6
"510780 SANTO ANTONIO DO LEVERGER";14,4
"510785 SAO FELIX DO ARAGUAIA";11,6
"510787 SAPEZAL";5,3
"510788 SERRA NOVA DOURADA";14,2
"510790 SINOP";5,1
"510792 SORRISO";5,7
"510794 TABAPORA";8,3
"510795 TANGARA DA SERRA";7,8
"510800 TAPURAH";6,6
"510805 TERRA NOVA DO NORTE";10,6
"510810 TESOURO";11,6
"510820 TORIXOREU";11,3
"510830 UNIAO DO SUL";12,9
"510835 VALE DE SAO DOMINGOS";13,5
"510840 VARZEA GRANDE";5,5
"510850 VERA";8,6
"510860 VILA RICA";9,2
"510880 NOVA GUARITA";11,6
"510885 NOVA MARILANDIA";11,4
"510890 NOVA MARINGA";9,4
"510895 NOVA MONTE VERDE";10,3
"520005 ABADIA DE GOIAS";8,2
"520010 ABADIANIA";11,6
"520013 ACREUNA";14,2
"520015 ADELANDIA";13,6
"520017 AGUA FRIA DE GOIAS";14,2
"520020 AGUA LIMPA";10,1
"520025 AGUAS LINDAS DE GOIAS";7,0
"520030 ALEXANIA";10,3
"520050 ALOANDIA";15,5
"520055 ALTO HORIZONTE";13,4
"520060 ALTO PARAISO DE GOIAS";11,7
"520080 ALVORADA DO NORTE";17,3
"520082 AMARALINA";17,1
"520085 AMERICANO DO BRASIL";15,3
"520090 AMORINOPOLIS";17,1
"520110 ANAPOLIS";5,3
"520120 ANHANGUERA";2,4
"520130 ANICUNS";10,3
"520140 APARECIDA DE GOIANIA";5,0
"520145 APARECIDA DO RIO DOCE";11,7
"520150 APORE";11,3
"520160 ARACU";15,0
"520170 ARAGARCAS";8,2
"520180 ARAGOIANIA";9,5
"520215 ARAGUAPAZ";17,9
"520235 ARENOPOLIS";15,4
"520250 ARUANA";12,4
"520260 AURILANDIA";14,3
"520280 AVELINOPOLIS";14,8
"520310 BALIZA";18,0
"520320 BARRO ALTO";12,5
"520330 BELA VISTA DE GOIAS";8,8
"520340 BOM JARDIM DE GOIAS";16,3
"520350 BOM JESUS DE GOIAS";9,6
"520355 BONFINOPOLIS";10,9
"520357 BONOPOLIS";19,2
"520360 BRAZABRANTES";11,3
"520380 BRITANIA";15,7
"520390 BURITI ALEGRE";8,2
"520393 BURITI DE GOIAS";14,5
