 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2021
"Município";"Nascim_p/resid.mãe"
"500230 BRASILANDIA";141
"500240 CAARAPO";508
"500260 CAMAPUA";159
"500270 CAMPO GRANDE";12749
"500280 CARACOL";94
"500290 CASSILANDIA";273
"500295 CHAPADAO DO SUL";523
"500310 CORGUINHO";18
"500315 CORONEL SAPUCAIA";362
"500320 CORUMBA";1867
"500325 COSTA RICA";434
"500330 COXIM";462
"500345 DEODAPOLIS";169
"500348 DOIS IRMAOS DO BURITI";126
"500350 DOURADINA";74
"500370 DOURADOS";4021
"500375 ELDORADO";210
"500380 FATIMA DO SUL";303
"500390 FIGUEIRAO";46
"500400 GLORIA DE DOURADOS";120
"500410 GUIA LOPES DA LAGUNA";136
"500430 IGUATEMI";235
"500440 INOCENCIA";98
"500450 ITAPORA";251
"500460 ITAQUIRAI";262
"500470 IVINHEMA";393
"500480 JAPORA";167
"500490 JARAGUARI";54
"500500 JARDIM";454
"500510 JATEI";58
"500515 JUTI";97
"500520 LADARIO";407
"500525 LAGUNA CARAPA";111
"500540 MARACAJU";715
"500560 MIRANDA";483
"500568 MUNDO NOVO";289
"500570 NAVIRAI";793
"500580 NIOAQUE";174
"500600 NOVA ALVORADA DO SUL";372
"500620 NOVA ANDRADINA";709
"500625 NOVO HORIZONTE DO SUL";71
"500627 PARAISO DAS AGUAS";62
"500630 PARANAIBA";493
"500635 PARANHOS";364
"500640 PEDRO GOMES";103
"500660 PONTA PORA";1819
"500690 PORTO MURTINHO";233
"500710 RIBAS DO RIO PARDO";334
"500720 RIO BRILHANTE";612
"500730 RIO NEGRO";53
"500740 RIO VERDE DE MATO GROSSO";275
"500750 ROCHEDO";71
"500755 SANTA RITA DO PARDO";68
"500769 SAO GABRIEL DO OESTE";493
"500770 SETE QUEDAS";133
"500780 SELVIRIA";72
"500790 SIDROLANDIA";750
"500793 SONORA";243
"500795 TACURU";188
"500797 TAQUARUSSU";44
"500800 TERENOS";199
"500830 TRES LAGOAS";1934
"500840 VICENTINA";89
" MUNICIPIO IGNORADO - MT";1
"510010 ACORIZAL";44
"510020 AGUA BOA";450
"510025 ALTA FLORESTA";913
"510030 ALTO ARAGUAIA";182
"510035 ALTO BOA VISTA";96
"510040 ALTO GARCAS";148
"510050 ALTO PARAGUAI";94
"510060 ALTO TAQUARI";151
"510080 APIACAS";130
"510100 ARAGUAIANA";47
"510120 ARAGUAINHA";5
"510125 ARAPUTANGA";254
"510130 ARENAPOLIS";189
"510140 ARIPUANA";403
"510160 BARAO DE MELGACO";58
"510170 BARRA DO BUGRES";450
"510180 BARRA DO GARCAS";1144
"510185 BOM JESUS DO ARAGUAIA";118
"510190 BRASNORTE";307
"510250 CACERES";1484
"510260 CAMPINAPOLIS";490
"510263 CAMPO NOVO DO PARECIS";821
"510267 CAMPO VERDE";825
"510268 CAMPOS DE JULIO";134
"510269 CANABRAVA DO NORTE";66
"510270 CANARANA";470
"510279 CARLINDA";142
"510285 CASTANHEIRA";110
"510300 CHAPADA DOS GUIMARAES";272
"510305 CLAUDIA";138
"510310 COCALINHO";72
"510320 COLIDER";456
"510325 COLNIZA";522
"510330 COMODORO";323
"510335 CONFRESA";689
"510336 CONQUISTA D'OESTE";49
"510337 COTRIGUACU";153
"510340 CUIABA";9501
"510343 CURVELANDIA";57
"510345 DENISE";103
"510350 DIAMANTINO";364
"510360 DOM AQUINO";70
"510370 FELIZ NATAL";232
"510380 FIGUEIROPOLIS D'OESTE";32
"510385 GAUCHA DO NORTE";170
"510390 GENERAL CARNEIRO";140
"510395 GLORIA D'OESTE";28
"510410 GUARANTA DO NORTE";577
"510420 GUIRATINGA";83
"510450 INDIAVAI";24
"510452 IPIRANGA DO NORTE";125
"510454 ITANHANGA";116
"510455 ITAUBA";89
"510460 ITIQUIRA";147
"510480 JACIARA";428
"510490 JANGADA";95
"510500 JAURU";129
"510510 JUARA";654
"510515 JUINA";656
"510517 JURUENA";170
"510520 JUSCIMEIRA";104
"510523 LAMBARI D'OESTE";81
"510525 LUCAS DO RIO VERDE";1489
"510530 LUCIARA";34
"510550 VILA BELA DA SANTISSIMA TRINDADE";254
"510558 MARCELANDIA";189
"510560 MATUPA";385
"510562 MIRASSOL D'OESTE";404
"510590 NOBRES";244
"510600 NORTELANDIA";65
"510610 NOSSA SENHORA DO LIVRAMENTO";117
"510615 NOVA BANDEIRANTES";184
"510617 NOVA NAZARE";102
"510618 NOVA LACERDA";96
"510619 NOVA SANTA HELENA";82
"510620 NOVA BRASILANDIA";46
"510621 NOVA CANAA DO NORTE";174
"510622 NOVA MUTUM";933
"510623 NOVA OLIMPIA";254
"510624 NOVA UBIRATA";196
"510625 NOVA XAVANTINA";311
"510626 NOVO MUNDO";120
"510627 NOVO HORIZONTE DO NORTE";39
"510628 NOVO SAO JOAQUIM";90
"510629 PARANAITA";185
"510630 PARANATINGA";403
"510631 NOVO SANTO ANTONIO";41
"510637 PEDRA PRETA";241
"510642 PEIXOTO DE AZEVEDO";653
"510645 PLANALTO DA SERRA";40
"510650 POCONE";503
"510665 PONTAL DO ARAGUAIA";78
"510670 PONTE BRANCA";14
"510675 PONTES E LACERDA";860
"510677 PORTO ALEGRE DO NORTE";172
"510680 PORTO DOS GAUCHOS";91
"510682 PORTO ESPERIDIAO";157
"510685 PORTO ESTRELA";41
"510700 POXOREO";211
"510704 PRIMAVERA DO LESTE";1444
"510706 QUERENCIA";510
"510710 SAO JOSE DOS QUATRO MARCOS";215
"510715 RESERVA DO CABACAL";23
"510718 RIBEIRAO CASCALHEIRA";158
"510719 RIBEIRAOZINHO";27
"510720 RIO BRANCO";67
"510724 SANTA CARMEM";90
"510726 SANTO AFONSO";31
"510729 SAO JOSE DO POVO";13
"510730 SAO JOSE DO RIO CLARO";248
"510735 SAO JOSE DO XINGU";128
"510740 SAO PEDRO DA CIPA";56
"510757 RONDOLANDIA";35
"510760 RONDONOPOLIS";3917
"510770 ROSARIO OESTE";186
"510774 SANTA CRUZ DO XINGU";36
"510775 SALTO DO CEU";43
"510776 SANTA RITA DO TRIVELATO";49
"510777 SANTA TEREZINHA";112
"510779 SANTO ANTONIO DO LESTE";84
"510780 SANTO ANTONIO DO LEVERGER";233
"510785 SAO FELIX DO ARAGUAIA";151
"510787 SAPEZAL";574
"510788 SERRA NOVA DOURADA";19
"510790 SINOP";3351
"510792 SORRISO";2096
"510794 TABAPORA";152
"510795 TANGARA DA SERRA";1749
"510800 TAPURAH";217
"510805 TERRA NOVA DO NORTE";168
"510810 TESOURO";23
"510820 TORIXOREU";50
"510830 UNIAO DO SUL";41
"510835 VALE DE SAO DOMINGOS";35
"510840 VARZEA GRANDE";4686
"510850 VERA";168
"510860 VILA RICA";272
"510880 NOVA GUARITA";68
"510885 NOVA MARILANDIA";50
"510890 NOVA MARINGA";78
"510895 NOVA MONTE VERDE";115
" MUNICIPIO IGNORADO - GO";2
"520005 ABADIA DE GOIAS";213
"520010 ABADIANIA";182
"520013 ACREUNA";239
"520015 ADELANDIA";24
"520017 AGUA FRIA DE GOIAS";49
"520020 AGUA LIMPA";17
"520025 AGUAS LINDAS DE GOIAS";3094
"520030 ALEXANIA";398
"520050 ALOANDIA";17
"520055 ALTO HORIZONTE";115
"520060 ALTO PARAISO DE GOIAS";141
"520080 ALVORADA DO NORTE";131
"520082 AMARALINA";20
"520085 AMERICANO DO BRASIL";82
"520090 AMORINOPOLIS";25
"520110 ANAPOLIS";5671
"520120 ANHANGUERA";7
"520130 ANICUNS";208
"520140 APARECIDA DE GOIANIA";7218
"520145 APARECIDA DO RIO DOCE";20
"520150 APORE";69
"520160 ARACU";23
"520170 ARAGARCAS";221
"520180 ARAGOIANIA";155
"520215 ARAGUAPAZ";38
"520235 ARENOPOLIS";30
"520250 ARUANA";99
"520260 AURILANDIA";33
"520280 AVELINOPOLIS";23
"520310 BALIZA";30
"520320 BARRO ALTO";142
"520330 BELA VISTA DE GOIAS";420
"520340 BOM JARDIM DE GOIAS";120
"520350 BOM JESUS DE GOIAS";340
"520355 BONFINOPOLIS";123
"520357 BONOPOLIS";42
"520360 BRAZABRANTES";40
"520380 BRITANIA";86
"520390 BURITI ALEGRE";113
"520393 BURITI DE GOIAS";33
"520396 BURITINOPOLIS";52
"520400 CABECEIRAS";88
"520410 CACHOEIRA ALTA";111
"520420 CACHOEIRA DE GOIAS";19
"520425 CACHOEIRA DOURADA";66
"520430 CACU";162
"520440 CAIAPONIA";205
"520450 CALDAS NOVAS";1260
"520455 CALDAZINHA";34
"520460 CAMPESTRE DE GOIAS";45
"520465 CAMPINACU";37
"520470 CAMPINORTE";140
"520480 CAMPO ALEGRE DE GOIAS";88
"520485 CAMPO LIMPO DE GOIAS";120
"520490 CAMPOS BELOS";300
"520495 CAMPOS VERDES";49
"520500 CARMO DO RIO VERDE";89
"520505 CASTELANDIA";28
"520510 CATALAO";1400
"520520 CATURAI";42
"520530 CAVALCANTE";136
"520540 CERES";285
"520545 CEZARINA";81
"520547 CHAPADAO DO CEU";214
"520549 CIDADE OCIDENTAL";1156
"520551 COCALZINHO DE GOIAS";277
"520552 COLINAS DO SUL";61
"520570 CORREGO DO OURO";24
"520580 CORUMBA DE GOIAS";99
"520590 CORUMBAIBA";102
"520620 CRISTALINA";928
"520630 CRISTIANOPOLIS";50
"520640 CRIXAS";196
"520650 CROMINIA";40
"520660 CUMARI";29
"520670 DAMIANOPOLIS";60
"520680 DAMOLANDIA";19
"520690 DAVINOPOLIS";18
"520710 DIORAMA";15
"520725 DOVERLANDIA";72
"520735 EDEALINA";46
"520740 EDEIA";137
"520750 ESTRELA DO NORTE";31
"520753 FAINA";55
"520760 FAZENDA NOVA";41
"520780 FIRMINOPOLIS";94
"520790 FLORES DE GOIAS";93
"520800 FORMOSA";1679
"520810 FORMOSO";52
"520815 GAMELEIRA DE GOIAS";31
"520830 DIVINOPOLIS DE GOIAS";63
"520840 GOIANAPOLIS";185
"520850 GOIANDIRA";42
"520860 GOIANESIA";1003
"520870 GOIANIA";18698
"520880 GOIANIRA";926
"520890 GOIAS";213
"520910 GOIATUBA";419
"520915 GOUVELANDIA";45
"520920 GUAPO";213
"520929 GUARAITA";12
"520940 GUARANI DE GOIAS";43
"520945 GUARINOS";22
"520960 HEITORAI";34
"520970 HIDROLANDIA";319
"520980 HIDROLINA";39
"520990 IACIARA";178
"520993 INACIOLANDIA";55
"520995 INDIARA";200
"521000 INHUMAS";600
"521010 IPAMERI";303
"521015 IPIRANGA DE GOIAS";29
"521020 IPORA";403
"521030 ISRAELANDIA";27
"521040 ITABERAI";562
"521056 ITAGUARI";50
"521060 ITAGUARU";41
"521080 ITAJA";68
"521090 ITAPACI";282
"521100 ITAPIRAPUA";75
"521120 ITAPURANGA";312
"521130 ITARUMA";65
"521140 ITAUCU";82
"521150 ITUMBIARA";1263
"521160 IVOLANDIA";21
"521170 JANDAIA";61
"521180 JARAGUA";525
"521190 JATAI";1441
"521200 JAUPACI";47
"521205 JESUPOLIS";22
"521210 JOVIANIA";84
"521220 JUSSARA";205
"521225 LAGOA SANTA";21
"521230 LEOPOLDO DE BULHOES";82
"521250 LUZIANIA";2919
"521260 MAIRIPOTABA";16
"521270 MAMBAI";162
"521280 MARA ROSA";132
"521290 MARZAGAO";36
"521295 MATRINCHA";49
"521300 MAURILANDIA";141
"521305 MIMOSO DE GOIAS";27
"521308 MINACU";390
"521310 MINEIROS";1026
"521340 MOIPORA";6
"521350 MONTE ALEGRE DE GOIAS";97
"521370 MONTES CLAROS DE GOIAS";98
"521375 MONTIVIDIU";165
"521377 MONTIVIDIU DO NORTE";47
"521380 MORRINHOS";632
"521385 MORRO AGUDO DE GOIAS";35
"521390 MOSSAMEDES";49
"521400 MOZARLANDIA";245
"521405 MUNDO NOVO";93
"521410 MUTUNOPOLIS";52
"521440 NAZARIO";82
"521450 NEROPOLIS";467
"521460 NIQUELANDIA";414
"521470 NOVA AMERICA";19
"521480 NOVA AURORA";17
"521483 NOVA CRIXAS";165
"521486 NOVA GLORIA";72
"521487 NOVA IGUACU DE GOIAS";35
"521490 NOVA ROMA";36
"521500 NOVA VENEZA";88
"521520 NOVO BRASIL";41
"521523 NOVO GAMA";1414
"521525 NOVO PLANALTO";47
"521530 ORIZONA";212
"521540 OURO VERDE DE GOIAS";53
"521550 OUVIDOR";78
"521560 PADRE BERNARDO";396
"521565 PALESTINA DE GOIAS";44
"521570 PALMEIRAS DE GOIAS";437
"521580 PALMELO";10
"521590 PALMINOPOLIS";45
"521600 PANAMA";32
"521630 PARANAIGUARA";82
"521640 PARAUNA";140
"521645 PEROLANDIA";44
"521680 PETROLINA DE GOIAS";70
"521690 PILAR DE GOIAS";30
"521710 PIRACANJUBA";234
"521720 PIRANHAS";142
"521730 PIRENOPOLIS";271
"521740 PIRES DO RIO";368
"521760 PLANALTINA";1465
"521770 PONTALINA";196
"521800 PORANGATU";554
"521805 PORTEIRAO";64
"521810 PORTELANDIA";32
"521830 POSSE";559
"521839 PROFESSOR JAMIL";30
"521850 QUIRINOPOLIS";621
"521860 RIALMA";162
"521870 RIANAPOLIS";44
"521878 RIO QUENTE";32
"521880 RIO VERDE";3284
"521890 RUBIATABA";209
"521900 SANCLERLANDIA";83
"521910 SANTA BARBARA DE GOIAS";72
"521920 SANTA CRUZ DE GOIAS";18
"521925 SANTA FE DE GOIAS";61
"521930 SANTA HELENA DE GOIAS";470
"521935 SANTA ISABEL";34
"521940 SANTA RITA DO ARAGUAIA";61
"521945 SANTA RITA DO NOVO DESTINO";29
"521950 SANTA ROSA DE GOIAS";36
"521960 SANTA TEREZA DE GOIAS";35
"521970 SANTA TEREZINHA DE GOIAS";104
"521971 SANTO ANTONIO DA BARRA";52
"521973 SANTO ANTONIO DE GOIAS";72
"521975 SANTO ANTONIO DO DESCOBERTO";901
"521980 SAO DOMINGOS";122
"521990 SAO FRANCISCO DE GOIAS";55
"522000 SAO JOAO D'ALIANCA";174
"522005 SAO JOAO DA PARAUNA";17
"522010 SAO LUIS DE MONTES BELOS";409
"522015 SAO LUIZ DO NORTE";90
"522020 SAO MIGUEL DO ARAGUAIA";280
"522026 SAO MIGUEL DO PASSA QUATRO";39
"522028 SAO PATRICIO";30
"522040 SAO SIMAO";204
"522045 SENADOR CANEDO";2236
"522050 SERRANOPOLIS";79
"522060 SILVANIA";195
"522068 SIMOLANDIA";89
"522070 SITIO D'ABADIA";27
"522100 TAQUARAL DE GOIAS";42
"522108 TERESINA DE GOIAS";37
"522119 TEREZOPOLIS DE GOIAS";89
"522130 TRES RANCHOS";19
"522140 TRINDADE";1832
"522145 TROMBAS";45
"522150 TURVANIA";57
"522155 TURVELANDIA";61
"522157 UIRAPURU";20
"522160 URUACU";529
"522170 URUANA";160
"522180 URUTAI";27
"522185 VALPARAISO DE GOIAS";2358
"522190 VARJAO";28
"522200 VIANOPOLIS";207
"522205 VICENTINOPOLIS";99
"522220 VILA BOA";64
"522230 VILA PROPICIO";70
"530010 BRASILIA";38035
"Total";2677101
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Nascidos Vivos - SINASC
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Nascidos Vivos, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Consolidação do Sistema de Informações sobre Nascidos Vivos - 2011".
 
 * A categorização da "Adequação quantitativa de pré-natal" mostrada na variável "Adeq quant pré-natal" considera o início do
 pré-natal no primeiro trimestre e um mínimo de seis consultas de pré-natal –, sendo gravada em campo chamado Kotelchuck no
 arquivo disponível para download, calculado a partir dos campos “33 – Número de consultas pré-natal” (Mesprenat) e “34 – Mês de gestação em que iniciou o pré-natal” (Consprenat).
 Maiores informações no documento "Saúde Brasil 2017: uma análise da situação de saúde e os desafios para o alcance dos Objetivos de Desenvolvi
 
